Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	P01859	Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2	41	13	187	5	35.9	IGHG2	586.8	205.5	212.5	152	4051.5	75.5	639.9	137.6	1308	430.2	123.5	298.6	38.4	585.3	228.8	350.8	849.5	387	553.4	40.8	2184	1213.7	564.7	502.8	1434.8	643.5	514.7	970.5	2627.3	390	963.2	955.6	603.7	1509.3	656.3	339.6	148.1	2223.9	404.5	262.5	849.1	656.9	382.1	290.4	941	316.8	198.9	263.1	644.6	1578.2	1131.4	1419.9	2712.1	363.4	772.6	742.7	473.8	427.7	104.8	136.2	818.9	842.9	276.1	453.2	558.1	354.9	437.9	823.2	153.2	352.8	230.9	357.7	256.4	622.4	937.1	352.6	495.2	177.3	2516.6	781.9
High	Master Protein	P59665	Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1 PE=1 SV=1	53	4	187	4	10.2	DEFA1; DEFA1B	3079.3	22	168.7	13.2	357.9	3.1	193.8	9.1	4640.9	11.2	78.9	19.6	3.7	17.2	8.2	20.7	6312.2	513	383	11.6	123.7	214.2	99.5	1221.3	175.7	1493	120.1	484.7	126.8	65.2	70.1	52.4	173	66.1	41.9	11.2		7.3	10.7	26.6	478.9	23.9	32.5	5.4	648.9	7	7.3	4.5	88.7	211.1	26.6	12.5	10.1	190	100.4	10.1	3.7				18.3		64.5	10.3	360.7	22.5	34.5	34.4	33.6	209	859.4	453.8	44.6	1107.4	43	55.1	313	37.1	27.9	548.3
High	Master Protein	P01860	Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2	50	16	165	5	41.3	IGHG3	451.3	193.1	230.6	198.7	2275.7	185.6	465.5	151.7	780.5	301.4	89.5	222.1	40	409.4	162.5	276.6	224.8	71.5	144.4		432.5	185.3	86.2	119	340.2	155.6	158.4	328	888.5	101	210.6	216	299.9	502.9	394.1	143.3	63.8	501	229.4	71.6	632.6	274.2	225.7	73.8	368.1	79.1	64.1	109.4	173	781.8	458.6	300.6	417.9	80	203.1	227.8	445.4	54.5	45.2	36	444.8	232.3	97.6	143.3	300.5	278.8	263.2	282.3	101.6	267.6	175	181	137	545	435	352.2	237.4	119.7	673.9	855.9
High	Master Protein	P01876	Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	56	15	161	9	37.6	IGHA1	2836.9	1374.4	970.8	862.5	13852.3	289.6	3879.6	1093.9	2409.1	649.4	276.4	1189.4	144.7	2711.5	627.4	1699.4	1102.1	303.4	282.9	18.8	2785.1	1248.2	420.6	430	598	674.2	291.1	1456.7	1189.1	460.4	1233.4	1142	1157.4	1922.6	904.6	483.3	236	791.7	477.1	332.1	1980.6	1008.5	634.9	308.7	680.8	183	143.9	221.6	811.5	2510.4	1426.9	1500.2	1315.4	441.7	1169.7	1285.2	1403.2	325.9	180.6	249.4	1221.4	1364.6	355.8	524.3	1660	775	979.8	973.2	405.8	1181	969.5	1387.5	869.5	1708.2	1890.8	772.7	786.2	475.1	4723.4	3226.3
High	Master Protein	P01023	Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	41	45	158	45	163.2	A2M	560.6	168.7	132.2	133.2	1464.5	57.2	1045.8	418	250.1	121.2	42	486.3	19.1	188.7	82.7	181.5	272.9	53.3	48.8		619.6	166	119.5	109.3	99.5	276.6	160.4	700.9	373.4	187.7	368.7	971.7	1843.7	1528.1	838.5	956.2	414.5	2010.4	1143.9	421.2	6606.2	1470.1	1537.6	1106.3	5543.4	1778.4	1019	1452.5	2184.8	3694.7	2267.3	2755.8	1554.8	2896.2	7511.4	5933.7	1720.2	1814.5	365.5	806.8	2327.8	4985.6	2428.4	4011.3	1456.3	2444.4	1777.2	2124.6	868	1261	858.8	3283.9	1305.6	2997.3	2161.9	1298	879.1	757.7	3832.6	5023.2
High	Master Protein	P05164	Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1	41	28	155	25	83.8	MPO	500.5	57.8	65.9	37.1	273.8	35.8	142.5	8.7	3393.5	62.4	99.7	61.5	6	44.4	25.1	34.8	686.5	164.1	154.4	6	145.2	282.3	143	3402.2	88.2	2071.2	132.5	892	178	71.7	100.7	85.1	774.3	2091.2	634.9	298.6	120.8	101.1	385.1	1078.8	10832.9	247.3	522.7	68	1048.5	111.6	63.5	122	1167.2	4925.8	578.3	486.5	276.7	5375.2	3593.6	362.4	284.3	55.4	81.6	75.3	444.1	66.4	591.7	173.5	800.4	55.5	143.9	136.7	158.7	302.6	911.4	1264.3	92.2	4831.4	240.3	269.1	1060.6	476.6	198.4	8814.6
High	Master Protein	P02679	Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3	51	18	150	18	51.5	FGG	1337.2	607.2	424.7	410.9	3607.1	276.9	1638.3	404.5	1771	328	310.4	341.4	60.2	454.5	431.4	2224.5	2487.1	359	2662.3	16.3	4485.8	1402.4	2977.2	2574.3	1644.5	20098.2	2557.3	3233.6	6921.4	844	2624.8	3694.1	2838.6	3427.2	1688.2	1382.9	564.3	524.8	3847.9	422	1985.8	914.9	1952.5	356	4315.2	1388.8	1847	1146.1	1090.2	1772.7	1916.7	555.1	647.3	586.6	6584.6	870.7	1025.6	481.4	314.5	175	5300.6	409.4	485.5	532.5	943.4	148.1	425.8	357.9	2837.7	560.4	576.1	1018.1	197.4	1034.4	358.1	541.3	542.1	264.1	995.3	3656.1
High	Master Protein	P01834	Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2	85	9	144	9	11.8	IGKC	171.5	148.9	115.1	81.2	663.3	22.3	200.6	77.4	290.1	109.6	30.7	142.8	12.8	188.7	64.5	132.2	535.4	185.8	290.8	22.7	1622.4	1191.8	499.4	255.5	659.1	270.2	300.9	814.1	1629.1	388.6	1294.4	767.7	1849.6	2615.8	1635.1	723.7	386.6	1729.4	766.6	436	2348.8	2264.6	1273.5	328.9	1121.3	454.3	353.6	583.1	1053.1	3196.4	1588.2	2100	2053.4	618.9	1837.4	1528.4	983.9	338.7	191.9	202.3	1231.2	877.6	627.7	861.5	3301.4	1535.1	2795.9	2602.9	706.4	1650.6	1702.8	1959.4	1364.6	4617.3	4250.5	2195.9	1417.6	1041.1	8375.9	6723.3
High	Master Protein	Q16778	Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3	60	9	140	2	13.9	H2BC21	1343.4	1878.3	867.2	892.1	2664.9	623.2	1223.2	212.3	4625.8	948.9	323.3	1550.5	146.7	2644.3	394.1	901.9	946.6	235.4	298.9	13.8	313.1	884.1	294.5	707.7	921	935.5	330.5	1126.3	1009.7	450.5	673.1	250.6	1462.7	2868	2599.4	2334.8	565.4	1381.3	1166.2	1357.2	1169.9	7317.5	722.3	834	2721.4	289.8	280.1	665.5	1379.7	4981	678.1	2369.2	1006.4	1585.3	2868.9	2269	1202.5	340.8	281.2	178.9	1148.2	287.7	1217.1	1398.9	1107.7	135.7	706.7	1172.9	480.8	1184.8	3073.9	1604.7	461.9	4615.9	823.6	807.6	722.9	756.5	612.4	1175
High	Master Protein	P98160	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens OX=9606 GN=HSPG2 PE=1 SV=4	18	52	140	52	468.5	HSPG2	358.6	612.9	541.8	562.2	656.7	1014.5	659.9	114.1	175.7	470.3	135.2	329.6	62.8	684.6	300.5	823.7	426.4	457	691.4	34.1	561.9	988.3	568.7	309.2	1666	316.4	871.1	735.3	2212.2	657	918.8	693.8	849.2	2588.3	2736.4	1741.8	506.9	678.5	847.7	136.2	351.4	2537.7	1138.3	533.3	683.3	547.6	283.8	616.5	512.2	614.3	892.8	749.5	518.8	384.4	1412.8	666.1	558.6	336.1	509.5	305.1	672.1	252.2	482.1	697	885.4	374.3	660.4	2002.1	568.3	638.4	569.4	456	518.4	1138.3	1050.4	1265.9	484.2	454	912.7	637.6
High	Master Protein	Q5QNW6	Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3	60	9	139	2	13.9	H2BC18																																	31.4	63.9	45.1	62.1	11.6	38	7.4	29.1	30.7	196.2	9.3	33.7	75	16.9	8.7	26	211.3	953.4	57.3	438	210.3	237.6	325.2	383.9	162.6	46.8	26.8	17.1	129.6	25.5	162.3	186.1	225.1	23.5	155.7	273.7	131.3	191.8	486.7	435.2	80.7	716.8	150.3	143.1	123.5	204.4	149.7	307.2
High	Master Protein	P24821	Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3	28	44	130	44	240.7	TNC	458	1702.1	2039.6	1221	1076.8	305.1	1300.8	128.9	502.3	1371.7	103.1	870.9	53.5	1785.6	136.3	2624.7	390.5	107	254.5	21.5	675.5	649.8	581.1	228.7	1007.5	309.4	453.7	374	1231.1	172.3	2541.4	211.4	1595.9	3056.7	5700.4	3715.9	1884	1304.6	602.9	188.4	383.7	2773.4	2833.6	1628.4	1207.1	2531.8	498.6	725.9	1131.3	1356.3	610.4	2078.8	440.3	791.5	2780.5	854.1	1545.2	290.4	520.2	609.3	1416.6	3150	865.3	797.9	1088.2	355.6	1071.8	1217	637.6	887.4	884.9	553.3	253.2	559	1173.7	272.5	618.8	802.7	1051.4	458
High	Master Protein	P06733	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	61	21	130	21	47.1	ENO1	1054.2	700.2	611.3	552.7	1425.8	252.1	1066.1	170.1	1796.1	444.9	127.7	567.1	100.3	708.8	187.2	789.3	1410.1	319.1	525.4	44.1	618.4	1563.5	570.1	881.6	2333.5	604.2	416.5	873.6	2188.5	491.8	1492.6	279.9	2405.9	3415.2	5229.6	1173.8	1045.1	1013.7	892	991.7	1362.3	5272.1	1355.8	713.7	2951.8	462.5	309.5	1328.7	1250	2282.8	765.8	1777.3	1151.8	1046.5	4838.4	1652.7	909.5	277.5	223.2	170.4	1223.1	331.6	583.7	831.7	1635.6	238.4	666	843.6	1348.5	693.2	1414.2	1240.7	335.3	3416.5	547.8	842	879.7	520.6	786.1	1491.5
High	Master Protein	P01861	Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1	51	12	122	6	35.9	IGHG4	167.2	43.8	54.8	23.2	1091.8	24.7	115.7	27.9	87.4	23.2	12.1	50.3		36.8	7.4	45.1	168.9	37.9	63.7	4.8	268.8	447.2	130.6	107.6	273.8	52.4	59.4	110	296	34.5	80.7	59.7	434.7	416.6	297.3	164.3	82.3	627.9	319.5	57.2	117.7	277.8	245.1	112	308.5	45.9	61.1	52.7	228.8	438.3	263.8	370.3	910	200.6	318.5	280	147.4	44.6	64.9	55.6	403.3	398.8	369.2	565.7	279.4	128.4	199.5	189.2	86.8	501.3	369.6	201.9	93.5	416.6	170.5	294.7	166.5	70.8	1173.9	154.6
High	Master Protein	Q15582	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	47	24	122	24	74.6	TGFBI	819.4	3218.3	3078.2	1895.3	1549.2	278.4	2377.3	137.5	717.9	775.4	110.9	998.2	69.5	2886.5	159.1	2525.1	571.6	118.2	163.8	62.8	663.9	889.6	323.7	311.8	1146.1	327.4	389.4	429.5	1865.3	196.7	4396.3	110.1	1228.8	2332.7	3135.8	2890.8	631.2	932.3	539.2	199.6	202	3843.8	1386.1	920.3	1285.2	1206.6	482.9	626.1	1008.4	1150	675.3	3100	701.7	587	1517.5	1332.7	1327.5	170.9	645.4	796.8	2982.1	971.7	576.6	650.1	1300.6	167.7	1594	1239.4	569.5	682.4	640.8	1149.8	297.7	1654.4	2529.8	680.2	968.5	723.5	688.5	405.9
High	Master Protein	Q71U36	Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1	53	18	121	1	50.1	TUBA1A	866	1427.2	881.6	1032.6	1466.6	419	1145.9	156	1420.4	1026.9	206.1	674.5	126.3	889.2	392.9	1370.4	625.9	144.5	354	15.2	470.7	1045.9	455.3	386.5	1985.1	374.1	400	497.1	2051.4	307.2	573.8	296.5	1703.6	4341.6	7995.9	1771.7	1753.8	1013.3	1113.1	520	618.7	4224.7	1564.7	814.4	1905.9	584	622.8	2340.2	1122.2	1191.3	1007	1735.4	1523.4	938.3	6218.9	1311.2	967.8	338.8	288.8	250.9	1900.2	441.1	638.3	960.5	1327	361.2	954.6	1804.2	1171.1	686.4	766.2	1105.1	664.4	1696.6	608.8	975.6	757.6	378.9	655.2	992
High	Master Protein	P01009	Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	53	18	119	18	46.7	SERPINA1	1822.7	424.4	396.9	211.3	5473.3	183.8	2215.8	433.6	2834	234.2	185.4	548.4	51.9	716.6	206.1	348.6	1414.1	261.9	181.1	9.5	484.6	403.1	147.7	305.9	265.5	307	194.2	1500.3	445.8	241.7	909.8	300.1	2768.3	1889.7	755.7	740.8	247.3	3257.9	415.3	673.3	2802.5	2744.8	741.7	535.1	6804	1212.8	315.9	393.9	2427.8	7214.5	3231.7	3558.2	1567.1	1159.2	3182.2	3957.9	1215.3	689.7	180	450.4	859.6	1637.4	1109.2	1748.1	1750.6	950.9	1882.4	859.8	397.2	1059.7	1288.7	2349.3	520	3072.4	1403.9	834.1	715.2	451.5	3632.1	4453.1
High	Master Protein	Q9BQE3	Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	53	18	118	1	49.9	TUBA1C	8.9	12.8	7.6	4.7	22.4	7.4	8.2		25.7	7.8		6.6		9	7.3	14.6																	12.8	21	55.8	13.5	11.3	4.4	8.4		3.9	35.8	8.5	5	13.3	5.1	6.8	12.8	186.5	295.7	165.1	217.6	153.6	128.5	1360.3	169.2	146	38.6	32.5	23	249.8	36.8	76.7	100	56.9	12.6	32.5	49.7	34.4	16.2	21.1	37.6	12.6	65.9	13.8	26.5	22.1	8.2	22.7	34
High	Master Protein	P07585	Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1	47	16	116	15	39.7	DCN	2476.6	4713.6	4110.3	1469.6	3186.4	1864.9	4054.3	399.1	1344.1	948.4	314.3	3244.3	409.6	6483.2	602.6	2872.5	2823.8	584.4	634.1	208.9	1463.2	1859.5	1067.5	2255.7	4080.6	3109.1	1330.9	1886.1	6799.1	2038.7	19921.4	683.6	3000.2	6226	4057.3	5790.4	1095.7	2647.2	1863.5	378	556.1	4821.3	5102.4	1524.4	1896.4	1391.2	313.3	387	1432.7	2761.4	1403	3395.2	807.3	1502.5	1374.9	1481.2	935.1	354.5	1592.3	1752.3	803.6	905	1902.5	2197.8	1196.6	221.9	832.7	1294.3	280.6	1279.4	1021.8	1194	471.8	567.7	6413.3	1873.2	361.9	939.7	1814.2	331.9
High	Master Protein	P07355	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	67	26	115	26	38.6	ANXA2	986.8	2508.1	2357.8	2265.1	1955.9	1427.3	2213.8	402.2	2056.3	1472.5	424.8	1367.4	272.6	1885.6	1251.4	2198.6	885.8	409.5	485.7	48.9	894.8	1956.8	746.6	744.2	2372.8	626	1040	1522.5	4639.1	1031.8	1571.7	486.3	877.2	2642.6	2844.2	1638.4	729.4	773	682.3	332.9	274.5	3163.3	1065	781.8	881.5	333.2	234.9	1117.9	1127.9	1688.9	1561.8	2689.9	1885.3	1006.6	4151.7	1719.7	1449	1092.7	715.4	730.2	1994	1102	966.1	1758.4	865.2	274.2	932.7	2080.9	1413.3	686.3	704.5	933	792.8	1118.5	1170.5	1316.7	606.3	674.2	781.2	862.5
High	Master Protein	P32119	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	41	10	113	9	21.9	PRDX2	1860.2	2201.5	622.4	738.8	2584.9	428.3	919.9	3464.5	3063.5	1543.7	745	1253.5	412.2	2556.8	1324.9	2915.2	1660.2	417.9	7071.2	28.3	3560.3	841	6763.3	675.7	1979.9	946.3	3117.3	1915.5	3268	1812.1	2874.5	2408.5	332.5	287.6	319.8	497.6	185.8	355.9	2452.5	128.2	244.7	286.3	329.5	316.8	317.2	125.2	663.5	238.8	928.4	1533.5	521.1	540.6	674	340.3	1270.1	320.5	322	733.6	78.9	264.8	309.3	276.2	403.7	325.5	784.9	1246.3	1551.6	646.7	977.4	578.1	467.9	2431.3	486	1125.1	1038.7	3221.5	869.4	601.7	578.9	1230.1
High	Master Protein	P0DOY2	Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1	93	9	106	3	11.3	IGLC2	479.5	257.5	174.4	118.1	1302	31.5	425.2	117.4	615.8	106.3	48.8	186.4	24.1	378.2	116.7	171.9	169.9	38.4	35.7		241.1	191.4	61.1	46.2	120.9	53.8	46.4	245.6	280	56.4	267.1	113.3	2492	2738.5	1376.3	1152.5	399.2	4458.2	766.8	591.9	2694.6	2774.2	969.3	522.7	1147.6	596.1	385.3	626.9	359.2	1014.2	661.3	613.7	891.1	139.6	428.1	463.4	305.2	104	36.8	52	234.5	448.2	110.8	193.1	296.2	146.5	210.2	251.6	84.2	167.8	200.5	205	89.2	567.5	411.5	209.4	162	111.7	776.6	554.7
High	Master Protein	P02647	Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1	63	20	102	20	30.8	APOA1	425.8	314.6	167.3	128.1	2172.5	75	770.5	223.2	336	121.5	75.9	370.8	29.7	370.5	218.5	205.5	544.1	108	192.6	11.7	666	551	194.3	202.9	341.9	147.4	315.6	1616.7	666.3	219.1	942.6	531	667.4	1036.8	579.4	375.9	164	1168.7	235.6	137.5	262.7	860.6	337.7	280.9	1083.2	456.8	396.4	342.2	1077.3	3344.3	1826	2043.5	840.9	772.9	1681.5	2667.6	904.2	841.5	155.6	307.1	766.7	1407	696.3	1337.7	2679.9	4511.7	4623.2	4037.1	1186.9	1653.2	1757	3512.3	1735.2	4430.7	2356.2	1739.6	1357.2	875.5	5212.8	3212.8
High	Master Protein	P0C0L5	Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2	30	40	101	2	192.6	C4B; C4B_2	386.9	194.5	194.1	181.4	2311.3	142.4	434.4	139	427.7	211.8	93.1	388.4	39.2	484.5	195.3	369.4	156.5	39.2	60		441.6	188.6	102.7	177.6	110.2	178.5	134.5	182.3	185.7	71.4	148.1	187.7	819.9	1407.4	514.2	666.8	276.7	644.9	614.8	257.7	1256	1107.6	812.5	499.8	1289.1	854.7	1015.6	701.6	1163.2	3929.8	2408.6	1694	877.5	1181.6	2898	1647.4	1109.7	677.6	336.2	507.7	1088	1308.1	890.6	1155.8	1303	1386.1	1891.1	1529.4	644.8	1161.2	1010.4	1013.2	683	1877	1782.3	1144.8	929	552.5	2758	3456
High	Master Protein	P00734	Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2	46	22	97	22	70	F2	97.2	688.9	324.1	140.2	329.3	94.4	144.8	250.9	88.1	513.3	178.9	184.5	99.6	399.4	661.2	362.3	89.3	125.3	271.3	6.6	330.7	174.8	310.9	86.4	431.5	81	303.3	310.2	241.7	158	110.3	469.3	348.3	510	357.3	560.3	672.7	463.6	529	73.3	961.4	372.1	257	108.4	676.3	240.3	1126.4	612.8	267.1	413.7	631.6	373.2	305.8	152.4	358.6	332.7	196.7	923.2	176.8	63.8	670.3	137.5	187.2	173	441.2	2556	774.5	980.5	438.6	201.1	140.4	516.5	389	421.4	695	245.2	925	353.5	733.8	1757.9
High	Master Protein	P07437	Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2	45	15	96	3	49.6	TUBB	328.5	507.8	306.6	389.1	548.3	143	392	77.4	369.4	379.5	66.3	256.5	45.9	317.1	153.8	442.5	352.4	84.9	196.9	11.3	236.2	596	242.8	207.2	1097	166.5	253.7	241.5	918.1	189.2	294.7	189.7	621.5	1718.3	2913.3	686.7	605.5	533.5	432.9	187.7	299.8	1554.2	530.3	366.9	888.9	283.5	247.4	892.4	802.7	1230.2	826.8	1467.8	1518	980.6	6349.5	1145.9	875.3	290	274.1	221.5	1742.2	367.2	501.6	760	1342.1	444.2	1107.1	2540	1592.3	840.8	872.5	1220.9	574.6	1948.5	684.2	941.6	952.4	434.5	786.7	1313.2
High	Master Protein	P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	57	15	95	14	36	GAPDH	1448.9	1291.5	1033.1	1022.5	2015.3	464.2	1421.8	620.4	3123.8	842.4	348.7	782.8	297.3	866.2	538.7	1551.4	939.4	235.9	619.2	20.8	664.2	1290.6	711	1221.9	1865.6	988.5	488.3	736.1	2658.2	449.2	995.6	369	1012.3	2095.9	3026.1	640.8	640.9	487.1	1042	581.7	1312.6	1502.1	820	286.6	1106.5	274.1	303.5	778.9	1049.5	2299.4	689.7	1214.5	1385.9	1171.8	4181	1019.2	652.5	261.6	244.9	203.8	1340.7	343.5	510.5	639.8	1596.3	431.5	745.4	863.5	1043	703.5	1060	1494.4	570	3496.3	627.6	1092.7	1230.3	601.4	600.7	2164.7
High	Master Protein	P00739	Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2	30	14	93	1	39	HPR																																																	85.7	225.5	82.2	182.7	54.7	59	154.4	147.5	64.6	32.8	9.6	12.2	42.6	100.3	66.3	120.5																
High	Master Protein	P05109	Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1	81	10	91	10	10.8	S100A8	621.6	111.5	85.2	66.2	222.7	54.3	193.4	49.8	5226.9	157.4	152.4	84.4	38.8	93	102	84.5	1035.8	431.5	142.8	18.7	98.2	242.3	87.5	2258	127.8	814	101.7	377.7	142.9	102.2	98.7	121.1	3798.9	1429.7	1195.5	361.4	249.1	271.1	448.3	2889	7667.1	691	762.3	759.3	5915.3	262.2	275.3	376.9	702.4	3014.3	267.8	279.8	154	1673.3	1863.2	148.5	114	23.7	20.6	11.5	134.4	43.4	243.4	171.9	1703.7	122.2	235	189.5	555.9	524.2	1867.1	2217	192.6	5640.9	282.5	324.7	1640.2	302.9	180.8	3455.2
High	Master Protein	P06702	Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1	82	9	91	9	13.2	S100A9	1544.2	176.6	169.1	138.2	349.2	106.2	309.3	118.9	8796.6	213.8	326	172.3	142.2	122.1	175.9	101	2478.3	725.2	328	47.6	102.8	436	131.1	4249.4	164	1511	177	476.6	162.1	188	132.3	178.8	3120.2	1075.9	836.2	264.7	219.7	301.2	473.9	2159.1	5505.9	590.6	564.6	451.7	3521	216.7	239.9	276.4	2791	5602.2	775.9	652.3	391.4	3705.3	3760.4	381	286.6	90.7	51.7	54.9	312.7	97.2	734.5	396.5	3967.3	140.7	513.3	334.5	1072.8	902	3710.5	3585	378.9	10628	492	623.7	2307.8	536.1	346.3	6758.3
High	Master Protein	P14618	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	59	26	90	25	57.9	PKM	461.3	280	272	271.9	656.3	97.4	563	72.4	795.2	260.9	46.7	302.9	32.7	261.7	73.7	464.9	286.2	50.3	120.5	5.6	167	435.9	131.5	313	464.9	284.5	106.5	234.4	764.7	108.9	208.7	73.4	878.8	1729.9	2268	500.8	537	332.8	342.8	222.2	556.4	1287	636.1	286.9	1921	257.3	124.7	646.3	1149.5	2145.8	925.2	1464.3	1372.6	1477.5	6204.9	1236.4	1022.2	255.5	295.5	218.2	1802.8	442	681.2	893.9	2006.4	361.7	744.1	1252.6	1470.5	1085.8	1713.3	2144.9	489.3	4711.8	697.8	1367.7	1666.2	672.6	1006.5	2241
High	Master Protein	Q9Y490	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	27	47	87	47	269.6	TLN1	61.1	56.3	65.9	41.3	136.8	39.2	120.1	44.5	122.2	60.3	44.2	42.4	6.5	41.5	69.8	63.5	233.4	58	344.7		393.1	372	461.7	226.6	570.5	182	289.1	308.4	1127.4	218	459.7	434.9	416.7	1745.1	1460.8	646.9	482.3	288.3	739.1	82.2	234.8	681.8	513.2	189.9	824.7	176.5	241	475.3	744.8	1326.1	1032.3	743.5	1093.2	1008.5	3635.1	684.9	830.4	595.2	345.5	279.2	1253.9	466.9	635.4	866	885.8	368.8	627.5	1281.9	1106	806.4	908.7	923.6	603.3	1843.1	707.8	1673.3	911.2	336.4	792	1196.1
High	Master Protein	P01871	Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4	50	18	83	18	49.4	IGHM	231.4	84.1	69.9	66.4	943.5	46.5	397.1	232.3	177.4	151.7	37.2	194.2	16.5	372.4	191.5	230.5	459.8	101.3	182.5		777.5	347.6	221.3	131.1	250.4	190.9	141.8	423.4	429.4	115.4	232.1	183.4	633.6	1311.1	754.9	454.2	166.1	418.3	500.8	94.3	801.2	459.9	216	127.1	702.1	227.7	242.4	277.6	794.3	2701.9	1151	596.4	309.6	437	1053.4	811.6	1510.4	352	171.2	89.6	994.3	299.2	732.9	875.8	1041.6	496.8	591.1	1093.1	219.8	568	427.5	524.7	484.2	4380.9	573.8	824.6	477.1	599.1	2556.8	6699
